0.06293916	0.03267886	-0.0020779518	-0.014613533	-0.024134316	-0.06874684	0.033450298	0.04001143	-0.031445887	0.049657285	-0.05797382	-0.024275703	0.044669155	0.015653716	0.019790502	0.096768185
0.039405826	0.069444604	-0.04907558	-0.057186954	0.002735614	-0.044904035	-0.016660633	0.018358346	-0.011218618	0.09078383	-0.06293957	-0.008451253	-0.058358505	0.022466943	0.05416437	0.04820402
0.015340637	0.12177321	-0.093589686	0.004950122	-0.012108308	-0.016224246	-0.007845476	0.0034041756	-0.024744054	0.07868079	-0.042837396	-0.00050104933	-0.0963454	0.0029152678	0.029845698	0.0052935593
0.067978464	0.17699833	0.00015430113	-0.029771639	-0.015244136	-0.044481527	-0.03932955	0.071373105	-0.07519321	0.09597591	-0.01989746	-0.02275621	-0.019185867	-0.010860744	-0.012620195	0.03214071
0.08457626	0.08972926	0.038654022	-0.04589136	-0.031796966	-0.0528284	-0.036115978	-0.06629197	-0.035389982	0.047271024	0.0031764903	-0.04366852	0.008670501	0.10937427	0.04011078	0.028094457
0.006485903	0.10129764	-0.01993313	-0.011062669	-0.030436965	-0.024536274	-0.071990035	-0.011761714	-0.0513283	0.09401946	-0.04790773	-0.03486911	0.024660237	-0.0003297285	0.06830487	-0.04441991
0.009106375	0.061380524	0.014241862	-0.0076632313	-0.050236158	-0.053300526	-0.040818382	0.008563634	-0.045292504	0.04117896	0.003129759	-0.07770944	-0.0553526	0.009193442	0.06918197	0.0037007576
-0.021338718	0.091142654	0.015193768	0.035302937	0.008549325	0.037531108	-0.06295862	0.056331575	-0.008614734	0.061007433	-0.051539283	-0.06691577	-0.009549071	0.029972518	0.06376993	0.02550757
0.02970071	0.1116411	-0.0326088	0.0075617973	-0.01065583	-0.030709788	-0.05854079	-0.034449954	0.037367422	0.06616241	-0.027303133	0.03146501	-0.05747632	0.05838288	-0.0014903598	0.024229761
0.036912166	0.10841757	-0.06637119	-0.011514695	-0.007960601	-0.04215327	0.059543096	0.0151475975	-0.04642874	0.04151125	-0.00422464	-0.0039676637	-0.10732611	0.1113595	0.009985695	0.0585355
